B	19007695	2	Deccan Warriors	Syed Moseen	17	14	1	2	121.43	RHB	c Jigar Sheth b Amandeep Singh	16147062
B	19007695	2	Deccan Warriors	Mohammed Shahid Khan  (c)	0	5	0	0	0.00	RHB	c Arshdeep Singh b Amandeep Singh	15392532
B	19007695	2	Deccan Warriors	Syed Fasiuddin	2	9	0	0	22.22	RHB	c †Shaishav Patel b Satwinder Singh	1956076
B	19007695	2	Deccan Warriors	Mohammed Noman Hussain	0	1	0	0	0.00	RHB	c Jigar Sheth b Arshdeep Singh	30523853
B	19007695	2	Deccan Warriors	Mohammed Shafi	6	7	1	0	85.71	RHB	c †Shaishav Patel b Satwinder Singh	15397797
B	19007695	2	Deccan Warriors	Abdul Wahaid  (wk)	7	5	1	0	140.00	RHB	c †Satwinder Singh b Jigar Sheth	30347785
B	19007695	2	Deccan Warriors	Awais Mohammed	3	5	0	0	60.00	RHB	c †Shaishav Patel b Pardeep Singh	30347820
B	19007695	2	Deccan Warriors	Abdul Mudaseer Mohmmed	21	15	2	1	140.00	RHB	c †Prabhneet Singh b Satwinder Singh	1160866
B	19007695	2	Deccan Warriors	Shoeb Ahmed	6	14	0	0	42.86	RHB	b Arshdeep Singh	33118218
B	19007695	2	Deccan Warriors	Shaik Abdul Raheem	2	4	0	0	50.00	RHB	not out	39359259
B	19007696	1	FERAL XI	Santhosh M	0	1	0	0	0.00	RHB	c Junaid Usmani b Naren C	15283061
B	19007696	1	FERAL XI	Lovepreet Singh	3	6	0	0	50.00	RHB	c Harish Challa b Kiran Chigiri	42402918
B	19007696	1	FERAL XI	Varun Jampani	4	4	1	0	100.00	RHB	c Sai Sharan Pandramish b Naren C	15282785
B	19007696	1	FERAL XI	Mani Asron	3	11	0	0	27.27	RHB	b Kiran Chigiri	7371163
B	19007696	1	FERAL XI	Fardeen Khan	1	3	0	0	33.33	RHB	c Sheshasai Kankipati b Venkata Balaji Balabha Drapatruni	27729185
B	19007696	1	FERAL XI	Aashish Cricket	5	4	1	0	125.00	LHB	c Dileep Nannore b Sheshasai Kankipati	42394870
B	19007696	1	FERAL XI	Kushal Reddy  (c)	4	3	1	0	133.33	RHB	b Venkata Balaji Balabha Drapatruni	15283637
B	19007696	1	FERAL XI	Jayakumar Narayanasamy	6	17	0	0	35.29	RHB	c Harish Challa b Dileep Nannore	32071080
B	19007696	1	FERAL XI	Vigneshwar Reddy	10	14	1	0	71.43	RHB	c Dileep Nannore b Venkata Balaji Balabha Drapatruni	15282856
B	19007696	1	FERAL XI	Balkar singh	29	20	1	2	145.00	RHB	c Junaid Usmani b Kiran Chigiri	41693676
B	19007696	1	FERAL XI	Raja Sekhar Reddy Gantla  (wk)	2	4	0	0	50.00	RHB	not out	15282981
B	19007696	2	Whitby Thunderbolts Gtcc fall	Karan Bhatt	34	19	3	3	178.95	RHB	c&b Mani Asron	43639731
B	19007696	2	Whitby Thunderbolts Gtcc fall	Venkata Balaji Balabha Drapatruni	2	4	0	0	50.00	LHB	c Adnan khan  b Balkar singh	23656575
B	19007696	2	Whitby Thunderbolts Gtcc fall	Junaid Usmani  (c)	38	25	0	5	152.00	RHB	not out	15998322
B	19007696	2	Whitby Thunderbolts Gtcc fall	Jaswanth Reddy	5	6	0	0	83.33	RHB	not out	22732988
B	19007697	1	Mavericks	Jijeesh Girija Vijayan	0	1	0	0	0.00	RHB	c&b Mohammed Shahid Khan	21760491
B	19007697	1	Mavericks	Munawar Mohammed  (wk)	3	5	0	0	60.00	RHB	c Abdul Wahaid b Mohammed Shahid Khan	9101292
B	19007697	1	Mavericks	Abhi Abraham	1	5	0	0	20.00	RHB	c SOHAIL MOHAMMED b Mohammed Shahid Khan	27788556
B	19007697	1	Mavericks	Shibin Mohammed	0	1	0	0	0.00	RHB	c Mohammed Shahid Khan b Syed Fasiuddin	22588126
B	19007697	1	Mavericks	Bala Santhosam	33	46	1	1	71.74	RHB	c SOHAIL MOHAMMED b Mohammed Shahid Khan	28305774
B	19007697	1	Mavericks	shobith balakrishnan	29	20	1	2	145.00	RHB	c Syed Fasiuddin b Mohammed Noman Hussain	30442161
B	19007697	1	Mavericks	Mani Chandrasekaran	2	4	0	0	50.00	RHB	c Syed Fasiuddin b Abdul Mudaseer Mohmmed	21571134
B	19007697	1	Mavericks	Manik Arora	9	7	1	0	128.57	RHB	not out	23603966
B	19007697	1	Mavericks	Anoop K C	1	2	0	0	50.00	RHB	run out Mohammed Noman Hussain	41577227
B	19007697	2	Deccan Warriors	SOHAIL MOHAMMED	18	24	1	0	75.00	RHB	c †Munawar Mohammed b Manik Arora	30347639
B	19007697	2	Deccan Warriors	Syed Moseen	12	10	1	1	120.00	RHB	b Suganth Muthuraman	16147062
B	19007697	2	Deccan Warriors	Syed Usama Shahzeb	30	20	1	2	150.00	RHB	c Bala Santhosam b Abhi Abraham	42452972
B	19007697	2	Deccan Warriors	Syed Fasiuddin	1	7	0	0	14.29	RHB	c †Munawar Mohammed b Manik Arora	1956076
B	19007697	2	Deccan Warriors	Mohammed Shahid Khan  (c)	25	16	0	3	156.25	RHB	not out	15392532
B	19007697	2	Deccan Warriors	Mohammed Noman Hussain	1	7	0	0	14.29	RHB	b Suganth Muthuraman	30523853
B	19007697	2	Deccan Warriors	Awais Mohammed	0	1	0	0	0.00	RHB	run out Manik Arora	30347820
B	19007697	2	Deccan Warriors	Abdul Wahaid  (wk)	5	5	0	0	100.00	RHB	not out	30347785
B	19007698	1	Friends United - Fall T15	Saurav	18	12	3	0	150.00	RHB	c Parry b Abhishek Thakur	38188893
B	19007698	1	Friends United - Fall T15	Amandeep Singh	2	10	0	0	20.00	RHB	c †Abhy b Ragu Sharma	39148817
B	19007698	1	Friends United - Fall T15	Ravi  (wk)	71	29	6	6	244.83	RHB	c †Abhy b Shaibaz Khan	1153446
B	19007698	1	Friends United - Fall T15	Aashish TIWARI	40	22	2	3	181.82	RHB	not out	822337
B	19007698	1	Friends United - Fall T15	Prince	29	9	1	4	322.22	RHB	c †Abhy b Ragu Sharma	23202334
B	19007698	1	Friends United - Fall T15	Karan Bajwa	0	1	0	0	0.00	RHB	c&b Abhishek Thakur	6249085
B	19007698	1	Friends United - Fall T15	Dev Sardar	4	3	1	0	133.33	RHB	c Harjot Singh Toor b Abhishek Thakur	11402008
B	19007698	1	Friends United - Fall T15	Ashu Sharma	12	5	0	1	240.00	RHB	not out	6562419
B	19007698	2	Golden City	Abhy  (wk)	9	7	2	0	128.57	RHB	c Vishal DR b Jasmeet Singh	39113369
B	19007698	2	Golden City	Abhishek Thakur	17	14	0	2	121.43	LHB	c Vishal DR b Ashu Sharma	39122063
B	19007698	2	Golden City	Harjot Singh Toor	1	3	0	0	33.33	RHB	c Saurav b Ranjit Cricket	41538204
B	19007698	2	Golden City	Parry  (c)	7	9	1	0	77.78	RHB	c Vishal DR b Ranjit Cricket	38211758
B	19007698	2	Golden City	Shaibaz Khan	8	6	0	1	133.33	RHB	c Vishal DR b Jasmeet Singh	41537512
B	19007698	2	Golden City	Bilal Munir	5	9	0	0	55.56	RHB	c Dev Sardar b Ashu Sharma	41846827
B	19007698	2	Golden City	Harpreet Parmar	0	1	0	0	0.00	RHB	c †Ravi b Ashu Sharma	42046780
B	19007698	2	Golden City	Jasraj Singh	0	2	0	0	0.00	RHB	b Ashu Sharma	42437530
B	19007698	2	Golden City	Ragu Sharma	8	6	0	1	133.33	RHB	not out	39147762
B	19007698	2	Golden City	Harmeet Singh	0	1	0	0	0.00	RHB	b Vishal DR	39255428
B	19007698	2	Golden City	Mohit K	0	1	0	0	0.00	RHB	b Vishal DR	39112810
B	19007699	1	Friends United - Fall T15	Saurav	57	38	4	3	150.00	RHB	c †Mohammed Salman b AsRar RaHman	38188893
B	19007699	1	Friends United - Fall T15	Amandeep Singh	40	25	3	2	160.00	RHB	c  b Rajat Sharma	39148817
B	19007699	1	Friends United - Fall T15	Ravi  (wk)	0	1	0	0	0.00	RHB	b Rajat Sharma	1153446
B	19007699	1	Friends United - Fall T15	Ashu Sharma	9	8	0	1	112.50	RHB	c Zeeshan Ahmed Khan b Mohammed Salman	6562419
B	19007699	1	Friends United - Fall T15	Prince	41	15	5	3	273.33	RHB	c Zeeshan Ahmed Khan b AsRar RaHman	23202334
B	19007699	1	Friends United - Fall T15	Karan Bajwa	13	4	0	2	325.00	RHB	not out	6249085
B	19007699	1	Friends United - Fall T15	Vishal DR	4	3	1	0	133.33	LHB	c †saad masood fakhar b AsRar RaHman	9964315
B	19007699	2	Toronto Nawabs	Mohammed Shareef  (c)	5	4	1	0	125.00	RHB	c †Ravi b Jasmeet Singh	16147541
B	19007699	2	Toronto Nawabs	AsRar RaHman	19	15	1	2	126.67	RHB	b Karan Bajwa	42406798
B	19007699	2	Toronto Nawabs	saad masood fakhar  (wk)	0	1	0	0	0.00	RHB	b Jasmeet Singh	32067806
B	19007699	2	Toronto Nawabs	Mohammed Salman	0	2	0	0	0.00	RHB	c Aashish TIWARI b Jasmeet Singh	41768685
B	19007699	2	Toronto Nawabs	Abdul Sajjad	2	17	0	0	11.76	RHB	run out Jasmeet Singh	42414177
B	19007699	2	Toronto Nawabs	Mohit	0	1	0	0	0.00	RHB	c †Ravi b Karan Bajwa	9302498
B	19007699	2	Toronto Nawabs	Ali	12	8	1	1	150.00	RHB	b Karan Bajwa	41766159
B	19007699	2	Toronto Nawabs	Rajat Sharma	1	4	0	0	25.00	RHB	c Dev Sardar b Karan Bajwa	32069714
B	19007699	2	Toronto Nawabs	Kamran Ali	12	14	0	1	85.71	RHB	b Ranjit Cricket	42511818
B	19007699	2	Toronto Nawabs	Zeeshan Ahmed Khan	6	7	0	0	85.71	RHB	not out	32069784
B	19007700	1	Downtown Hunterz	Sam	2	5	0	0	40.00	RHB	c Alos Macwan b Parker Ronak	42529904
B	19007700	1	Downtown Hunterz	Akram khan	9	12	1	0	75.00	LHB	b Parker Ronak	31095416
B	19007700	1	Downtown Hunterz	Hassan khulaidi	13	8	0	1	162.50	RHB	b Arpit Mecwan	31856676
B	19007700	1	Downtown Hunterz	Mohammed munawar ali	9	6	0	1	150.00	RHB	c Brian Gohil b ASH KENNETH	31861656
B	19007700	1	Downtown Hunterz	Irfan Mohammed	1	4	0	0	25.00	RHB	c Arpit Mecwan b Brian Gohil	15608701
B	19007700	1	Downtown Hunterz	Mohammed kaif	15	22	0	1	68.18	RHB	run out ASH KENNETH / Brian Gohil	39542771
B	19007700	1	Downtown Hunterz	Faisal Yafai  (c & wk)	41	21	3	3	195.24	RHB	not out	10200084
B	19007700	1	Downtown Hunterz	MOHAMMED MANNAN ALI	19	12	0	2	158.33	RHB	not out	41759501
B	19007700	2	Royal Challengers Bowmanville	SYED FASIUDDIN  (wk)	21	16	1	1	131.25	RHB	c †Faisal Yafai b Mir Mujahed Ali	23808709
B	19007700	2	Royal Challengers Bowmanville	Brian Gomes	0	2	0	0	0.00	RHB	c †Faisal Yafai b Faisal Khan	15231146
B	19007700	2	Royal Challengers Bowmanville	Jackson Christian	15	20	0	1	75.00	RHB	b Mohammed Emad	19806199
B	19007700	2	Royal Challengers Bowmanville	ASH KENNETH	4	5	0	0	80.00	LHB	c Hassan khulaidi b Faisal Khan	31422300
B	19007700	2	Royal Challengers Bowmanville	Afzal Khan  (c)	18	8	0	3	225.00	RHB	c Mohammed kaif b Mir Mujahed Ali	42313627
B	19007700	2	Royal Challengers Bowmanville	Daryll Christian	3	7	0	0	42.86	RHB	c †Faisal Yafai b Mohammed Emad	5206334
B	19007700	2	Royal Challengers Bowmanville	Parker Ronak	6	8	0	1	75.00	LHB	b Mohammed Emad	31335119
B	19007700	2	Royal Challengers Bowmanville	Brian Gohil	13	5	1	1	260.00	RHB	c †Faisal Yafai b Mir Mujahed Ali	32141157
B	19007700	2	Royal Challengers Bowmanville	Arpit Mecwan	4	4	0	0	100.00	RHB	not out	32351586
B	19007700	2	Royal Challengers Bowmanville	Rohan Kapoor	3	4	0	0	75.00	RHB	b Mohammed Emad	42494823
B	19007700	2	Royal Challengers Bowmanville	Alos Macwan	0	1	0	0	0.00	RHB	b Mohammed Emad	42476139
B	19007703	1	Mavericks	Jijeesh Girija Vijayan	40	20	3	3	200.00	RHB	run out Amritpal  Singh / † Vikram Singh	21760491
B	19007703	1	Mavericks	Munawar Mohammed	1	3	0	0	33.33	RHB	c Shubham Chauhan b Parbjot Singh Aulakh	9101292
B	19007703	1	Mavericks	Nasakath Shaikkumthodi  (wk)	15	11	1	1	136.36	RHB	c †Vikram Singh b Shubham Chauhan	31273662
B	19007703	1	Mavericks	Akhil Varghese  (wk)	14	8	1	1	175.00	RHB	c Prince b Nikhil Dutta	21088781
B	19007703	1	Mavericks	Allen Saju	23	13	1	2	176.92	RHB	c †Vikram Singh b Jugraj Singh	19803415
B	19007703	1	Mavericks	Sajin Kumar	28	20	0	3	140.00	RHB	c †Vikram Singh b Jugraj Singh	30109342
B	19007703	1	Mavericks	Prasanth Pillai	18	10	0	2	180.00	RHB	not out	27671092
B	19007703	1	Mavericks	Abhinandh Abhi  (c)	0	1	0	0	0.00	RHB	c †Vikram Singh b Jugraj Singh	21201797
B	19007703	1	Mavericks	Ebin Thankachan	2	4	0	0	50.00	RHB	run out † Vikram Singh / Jugraj Singh	21088814
B	19007703	2	Royal Punjab	Prince	5	6	1	0	83.33	RHB	c Allen Saju b Ebin Thankachan	23012388
B	19007703	2	Royal Punjab	Jasandeep Jasandeep  (c)	0	2	0	0	0.00	RHB	c Akhil Varghese b Abhinandh Abhi	41089636
B	19007703	2	Royal Punjab	Bikramjeet singh	1	4	0	0	25.00	RHB	c Bala Santhosam b Abhinandh Abhi	41099524
B	19007703	2	Royal Punjab	Amrit Amrit	13	12	2	0	108.33	RHB	c Bala Santhosam b Sajin Kumar	41671523
B	19007703	2	Royal Punjab	Shubham Chauhan	1	6	0	0	16.67	RHB	c Abhinandh Abhi b Daries Antony	27728224
B	19007703	2	Royal Punjab	Jaskaran 	0	4	0	0	0.00	RHB	c Bala Santhosam b Sajin Kumar	39251673
B	19007703	2	Royal Punjab	Amritpal  Singh	0	1	0	0	0.00	RHB	c †Nasakath Shaikkumthodi b Daries Antony	41127556
B	19007703	2	Royal Punjab	Nikhil Dutta	2	10	0	0	20.00	RHB	c Sajin Kumar b Nasakath Shaikkumthodi	42406490
B	19007703	2	Royal Punjab	Vikram Singh  (wk)	22	19	1	1	115.79	RHB	not out	41170578
B	19007703	2	Royal Punjab	Jugraj Singh	0	1	0	0	0.00	RHB	b Nasakath Shaikkumthodi	41127561
B	19007703	2	Royal Punjab	Ashu Sharma	2	6	0	0	33.33	RHB	c †Akhil Varghese b Nasakath Shaikkumthodi	41099374
B	19007702	1	Invincible Trailblazers	Aftab	14	14	1	1	100.00	RHB	c MOHAMMED MANNAN ALI b Hassan khulaidi	1541269
B	19007702	1	Invincible Trailblazers	Kvs Narayana	1	3	0	0	33.33	RHB	c Sam b Hassan khulaidi	13816654
B	19007702	1	Invincible Trailblazers	Sai Kiran Dande  (c & wk)	0	3	0	0	0.00	RHB	c †Faisal Yafai b Faisal Khan	5259750
B	19007702	1	Invincible Trailblazers	Prathap Reddy	0	2	0	0	0.00	RHB	run out Faisal Khan / MOHAMMED MANNAN ALI	1440078
B	19007702	1	Invincible Trailblazers	Seethamraju Pavan  (wk)	34	33	1	0	103.03	LHB	not out	460319
B	19007702	1	Invincible Trailblazers	Abhishek Chennamaneni	19	18	1	1	105.56	RHB	c&b Mir Mujahed Ali	2982610
B	19007702	1	Invincible Trailblazers	Viraj	0	1	0	0	0.00	RHB	c MOHAMMED MANNAN ALI b Mir Mujahed Ali	4143349
B	19007702	1	Invincible Trailblazers	Abhi  (wk)	4	5	0	0	80.00	RHB	c Hassan khulaidi b Faisal Khan	21500152
B	19007702	1	Invincible Trailblazers	Ginil Joseph	1	3	0	0	33.33	RHB	c Mohammed Emad b Sam	27672341
B	19007702	1	Invincible Trailblazers	Barani S	4	8	0	0	50.00	RHB	not out	21595698
B	19007702	2	Downtown Hunterz	Sam	7	12	0	0	58.33	RHB	c Viraj b YOGEESHA NAIK	42529904
B	19007702	2	Downtown Hunterz	Mohammed kaif	0	1	0	0	0.00	RHB	c Aftab b Ginil Joseph	39542771
B	19007702	2	Downtown Hunterz	Hassan khulaidi	12	8	2	0	150.00	RHB	c Abhishek Chennamaneni b Ginil Joseph	31856676
B	19007702	2	Downtown Hunterz	Mohammed munawar ali	9	6	0	1	150.00	RHB	c Abhishek Chennamaneni b YOGEESHA NAIK	31861656
B	19007702	2	Downtown Hunterz	Irfan Mohammed	12	18	1	0	66.67	RHB	c †Seethamraju Pavan b Abhishek Chennamaneni	15608701
B	19007702	2	Downtown Hunterz	MOHAMMED MANNAN ALI	18	12	0	2	150.00	RHB	not out	41759501
B	19007702	2	Downtown Hunterz	Faisal Yafai  (c & wk)	19	9	2	1	211.11	RHB	c †Abhi b Seethamraju Pavan	10200084
B	19007702	2	Downtown Hunterz	Akram khan	1	3	0	0	33.33	LHB	c †Abhi b Seethamraju Pavan	31095416
B	19007702	2	Downtown Hunterz	Mir Mujahed Ali	4	6	0	0	66.67	RHB	not out	16147525
B	19007701	1	Trailblazers	Bharath Reddy	12	14	1	0	85.71	RHB	c Montu Yadav b Mohit	5949924
B	19007701	1	Trailblazers	Uthej Kumar Pappu	22	21	1	0	104.76	RHB	c †saad masood fakhar b AsRar RaHman	5733409
B	19007701	1	Trailblazers	Phani	13	17	0	0	76.47	RHB	c †saad masood fakhar b AsRar RaHman	132317
B	19007701	1	Trailblazers	Anil Sunkara	12	14	0	0	85.71	RHB	c Mohammed Salman b AsRar RaHman	3913067
B	19007701	1	Trailblazers	Anudeep Kona	28	13	0	3	215.38	RHB	c Mohit b Mohammed Salman	39057187
B	19007701	1	Trailblazers	Harish Pannala(TPG)  (c)	19	11	1	1	172.73	RHB	not out	3052877
B	19007701	1	Trailblazers	Arun Tattekere	0	1	0	0	0.00	RHB	c AsRar RaHman b Mohammed Salman	41695803
B	19007701	1	Trailblazers	Kareem	2	1	0	0	200.00	RHB	not out	15699053
B	19007701	2	Toronto Nawabs	Montu Yadav	15	21	1	0	71.43	RHB	run out Anudeep Kona / † Prudhvi	42407000
B	19007701	2	Toronto Nawabs	Rajat Sharma	4	4	1	0	100.00	RHB	c Arun Tattekere b Anil Sunkara	32069714
B	19007701	2	Toronto Nawabs	Kamran Ali	38	23	1	3	165.22	RHB	run out Bharath Reddy / † Prudhvi	42511818
B	19007701	2	Toronto Nawabs	AsRar RaHman	10	9	0	1	111.11	RHB	b Pardhu Madarapu	42406798
B	19007701	2	Toronto Nawabs	Ali	10	9	1	0	111.11	RHB	c Bharath Reddy b Pardhu Madarapu	41766159
B	19007701	2	Toronto Nawabs	Mohammed Shareef  (c)	0	2	0	0	0.00	RHB	c Arun Tattekere b Pardhu Madarapu	16147541
B	19007701	2	Toronto Nawabs	Mohit	17	9	0	2	188.89	RHB	c †Prudhvi b Mahesh Pillai	9302498
B	19007701	2	Toronto Nawabs	Mohammed Salman	1	2	0	0	50.00	RHB	run out Anudeep Kona / Harish Pannala(TPG)	41768685
B	19007701	2	Toronto Nawabs	Maaz Syed	2	2	0	0	100.00	RHB	c †Prudhvi b Harish Pannala(TPG)	42414193
B	19007701	2	Toronto Nawabs	saad masood fakhar  (wk)	0	3	0	0	0.00	RHB	c Harish Pannala(TPG) b Mahesh Pillai	32067806
B	19007701	2	Toronto Nawabs	Zeeshan Ahmed Khan	1	1	0	0	100.00	RHB	not out	32069784
B	19007706	1	Friends United - Fall T15	Saurav	23	17	3	0	135.29	RHB	c Irfan Shaik b Eshwar R Sabbella	38188893
B	19007706	1	Friends United - Fall T15	Amandeep Singh	3	7	0	0	42.86	RHB	b Md Shah Alam	39148817
B	19007706	1	Friends United - Fall T15	Ravi	14	15	1	0	93.33	RHB	c Santhosh Reddy Karra b Sumit Mittal	1153446
B	19007706	1	Friends United - Fall T15	Ashu Sharma	1	2	0	0	50.00	RHB	b Ritesh Vats	6562419
B	19007706	1	Friends United - Fall T15	Navdeep Singh  (c)	30	30	2	0	100.00	RHB	retired out	39095211
B	19007706	1	Friends United - Fall T15	Prince	8	9	1	0	88.89	RHB	c Irfan Shaik b Sumit Mittal	23202334
B	19007706	1	Friends United - Fall T15	Karan Bajwa	25	11	1	3	227.27	RHB	not out	6249085
B	19007706	1	Friends United - Fall T15	Vishal DR	6	3	1	0	200.00	LHB	not out	9964315
B	19007706	2	Bowmanville Cricket Club	Eshwar R Sabbella	18	14	2	0	128.57	RHB	c Saurav b Ashu Sharma	31848857
B	19007706	2	Bowmanville Cricket Club	Ritesh Vats	13	11	0	1	118.18	LHB	c Saurav b Navdeep Singh	30873931
B	19007706	2	Bowmanville Cricket Club	Kiran G  (c)	6	11	0	0	54.55	RHB	run out Ashu Sharma / Ravi	30049430
B	19007706	2	Bowmanville Cricket Club	Md Shah Alam	5	13	0	0	38.46	RHB	b Ashu Sharma	30090432
B	19007706	2	Bowmanville Cricket Club	Dalbir	9	15	0	0	60.00	RHB	retired out	23178622
B	19007706	2	Bowmanville Cricket Club	Ashok Karpurapu	4	7	0	0	57.14	RHB	c Vishal DR b Karan Bajwa	31217903
B	19007706	2	Bowmanville Cricket Club	Irfan Shaik	2	7	0	0	28.57	RHB	retired out	628804
B	19007706	2	Bowmanville Cricket Club	Santhosh Reddy Karra	0	1	0	0	0.00	RHB	c Prince b Karan Bajwa	42511164
B	19007706	2	Bowmanville Cricket Club	Raj M	1	4	0	0	25.00	RHB	not out	29716903
B	19007706	2	Bowmanville Cricket Club	Saikiran Patllola	2	5	0	0	40.00	RHB	c Vishal DR b Navdeep Singh	31235773
B	19007706	2	Bowmanville Cricket Club	Sumit Mittal	0	2	0	0	0.00	RHB	run out Prince / Ravi	30104034
B	19007704	1	Maratha Warriors - GTCC	Vineesh  M	43	18	0	6	238.89	RHB	c Nisarggggggg b Abhishek Erande	27672383
B	19007704	1	Maratha Warriors - GTCC	Jinto Eliyas	26	27	1	2	96.30	LHB	c Ravin Pandya b Nisarg cricket oshawa	21834838
B	19007704	1	Maratha Warriors - GTCC	Josmy Manuel	19	12	0	2	158.33	RHB	c Nisarg cricket oshawa b Deep Patel	20873909
